layer	file_id	file_name	data_type	data_format	sample_barcode
protein	bb9a5a86-1272-4cb1-a873-2db094b1d15a	TCGA-04-1343-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1343
protein	e0eb05c5-3344-464b-a026-38121e35e1d7	TCGA-13-0910-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0910
protein	c8951fc3-3e14-49f6-86de-c3f8b1181d1a	TCGA-04-1357-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1357
protein	3bc72d78-6a23-44f4-a47d-09e87f62893c	TCGA-13-1482-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1482
protein	2efb7d2a-84bb-4c50-940a-9be995f57010	TCGA-04-1348-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1348
protein	e9bc41f6-42b6-47cb-a1c0-9ee768f61d05	TCGA-13-1496-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1496
protein	7711f1b3-c088-4e19-b529-f19874e7cee7	TCGA-10-0926-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-10-0926
protein	5eb9043e-ce66-4768-a3e0-7c71a522d398	TCGA-09-1673-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-1673
protein	ae1e4df1-56f8-46d8-8629-96fabcc5a9c7	TCGA-13-1404-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1404
protein	8bc04fba-2578-4182-a9ed-8838b1e60ed8	TCGA-13-1498-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1498
