layer	file_id	file_name	data_type	data_format	sample_barcode
mutation	4517a66b-4723-4339-878b-8b859fb70db0	2d10e338-90b5-4447-b6a0-4107a39796d8.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1405
mutation	c63e6606-4653-4e94-933c-d94652a71cfd	2fb37f66-ab78-4c2e-b828-74b514a0bc33.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1403
mutation	05e31f09-c438-4715-b19f-a64671ee5918	ab77bb20-3d11-4ad4-97b5-304b62c4cf70.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-2060
mutation	d1c61852-7bbd-4d2c-8cd0-89b09cc70e70	47df10e5-13ef-44be-9dec-381779518fad.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0887
mutation	823ea226-95f0-4cbe-8a2f-0be06b7a958a	4fddc521-330b-4197-8111-a6b6616e4a9b.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0726
mutation	8e4ec8d6-26c9-45af-96f4-7356f6d8cadf	60924d5d-ca60-4041-bfbd-15ab113849c0.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-0991
mutation	30424e97-f8fd-456f-8e79-f76013ebd22d	e56750dd-b899-4c2c-a367-0902fee17884.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0725
mutation	b69bc84e-f625-4baf-a95f-dd53e4f7e809	d38698be-1463-4db6-bb3a-f6f6bddb2906.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-1670
mutation	dc95f908-60d7-4f89-b8b2-9dd1e040a74b	02735926-1150-4f29-bc6c-3174ac7a0e09.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-0364
mutation	6ff0faef-6cca-4d6c-89e6-27d4f2b1c299	76fcb2e1-223b-4ad9-a3e8-bf06f73e0c84.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1505
mutation	ea9ea30b-c0a1-4ae3-bd60-6a2e2dcf3082	5fbbcd45-a1c9-40b1-beb8-825a1732b8c3.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-0367
mutation	6b7438b2-abd9-4a6d-a033-a42a0ff77a9a	88ddbfd3-cdb3-451d-95a8-e2eaf89d6def.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-10-0933
mutation	184d066a-942b-47e9-8ab7-d570ad2c7b0a	8514090e-a327-4e1d-8225-1f219518718e.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1343
mutation	73cec020-9d79-4189-8ae7-b6be0c867371	6381d92c-df1c-436f-8445-d3a55aec989b.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1410
mutation	16a3dffd-3008-4470-9d41-5c161a2ef9ae	6396022a-4930-486b-9ae8-798639a91263.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1487
mutation	9c0a1121-0113-4e76-a109-e23db502a8e9	c06cbcef-103e-4d03-a358-be17063c7abe.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-23-1022
mutation	c5882c8f-6432-46f0-9c41-80f9699f60a4	fc01e12c-7047-4495-8cee-330dbd85a058.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0768
mutation	9a2573a7-54e9-46da-830a-299eea4e9312	2be4fd96-1153-4c49-bbcb-a874a97400fa.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1510
mutation	620a93bd-bcb4-4c24-8605-48709007e9e7	b249eaa9-577f-4c64-bb52-14468feae088.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1332
mutation	7e88103e-cd94-400c-b48f-c958afcce95b	3097d354-3c07-4527-9d7e-3639bbcad261.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1499
mutation	b29a62a8-0455-48c5-90ae-947a7c00bfcc	87c77496-c2ce-46ad-ade6-823297c4ec0e.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-2051
mutation	0d69a3ec-5c0a-45cd-a04a-50a88416b6a9	7bd77835-051b-47cf-9ef1-f74602f6acb9.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-23-1021
mutation	b1a09f5d-6146-4683-a3a5-a30ff020c1a6	d4e2a01b-82dd-4436-8b2b-2a2f8f286346.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1648
mutation	c38b3a9b-0e2d-4dc0-b658-ab225648107f	3a778e67-9737-46b6-8a97-3cc4e5c32e87.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-1685
mutation	39845be3-22cc-439c-b839-69304821f68d	10cf8bf4-5ab3-42ae-b8e4-0f48bea23d96.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0797
mutation	47a7f244-2636-47e2-b08c-aec3cbd1964f	16aa11a8-bf0f-494f-901b-28619b80d1f5.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0923
mutation	9f46af25-c5bf-4e4f-a542-f86b4545f418	a6939a22-a6b3-4257-bbab-ee3e80d199ab.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-10-0934
mutation	035aeea9-9a13-4b41-9af6-29a4fa477765	5224cd1b-7b50-42ca-b787-fd73268c1276.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0897
mutation	5704355c-d62d-4571-999d-1a26f8bc43f2	31042945-f081-4939-931f-9b0f958698a9.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0804
mutation	02c72f26-3c14-469d-bbca-2671e1e7e391	f8f60ff4-fe6b-481b-b8b5-8f0c71ba1b5b.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1511
mutation	6abbbfe0-61f3-47b7-812f-4b6976dd0889	5b525c93-d1b2-4d19-bce5-bdb15670d505.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1512
mutation	6649b3fd-7ee2-491b-8f7c-a2efc8f66ef6	d42b050b-78a2-49c4-b09f-7f8997378fcf.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0893
mutation	f34fc7ad-a21e-437c-901a-b764088e4fcc	abff1617-5ab3-4c00-8643-b843cf932e55.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0884
mutation	01913850-b4a1-4459-8e26-ab89fac5ba98	0d730fdc-0507-43f5-a93a-7a973c287c5c.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0899
mutation	27cfba6c-5ff8-4804-b44a-683922e8c981	f8174086-d5e4-4a71-8d6c-07e2ea02cc45.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1494
mutation	433ac8bc-37bf-423a-8256-9d06fca4424f	6b30f800-d275-477c-9c5e-beb6bbaa5577.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-A5FT
mutation	25ee790b-8f72-4d0d-9645-a08832679c0e	68c49706-fa58-480a-8baa-ade3cd0c5c69.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-10-0931
mutation	bc3ebbdb-ff4f-4890-8921-5da0f2a2d25d	c838f923-9cca-4aea-8226-a5ab239a7542.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1509
mutation	c7bc1cb2-6fc2-475a-9a48-8f93d6332062	29aaa420-04e9-484c-8d4f-c92ee0bed8a0.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1651
mutation	5ac1f058-ef7f-4ea4-8caa-e912f7963876	a8704a45-7e46-4e14-b027-0b1a3507e354.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-0987
mutation	849cade0-effb-40da-a451-45cf18dcb029	2a529f44-15b0-49c4-86a8-bb8a7013b400.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0886
mutation	ea701cee-0ed5-46df-968b-b7020ae1a075	056a4ee9-9649-46ba-b666-2b821e38f8b2.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1361
mutation	687d97c0-211a-4bdf-9157-f345930dad44	b2d6af47-c445-42f3-89a4-8a3d9712cc58.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1409
mutation	6329f035-6c9a-41e2-9ebc-a28c8b920c1e	ef88fb7a-8a52-4c76-85e3-33db6e461192.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0891
mutation	cd0aad5c-494d-4ded-8270-d916904a717e	401ad139-4ba9-4875-a5ad-5521effce945.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-0369
mutation	c881f065-c062-47dc-aeb4-1ffa8ac6dd13	daa07075-605b-42e3-a4fd-afc4aa0efc9a.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0905
mutation	e0c0a112-73d6-4a40-b358-01097d005da4	211d70cd-7010-4264-8dc5-af31939dad35.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0714
mutation	a0e91124-a4e1-43a9-8f70-5e5aaf1329dd	c7ae3d2a-0255-4bed-9de5-22edd46630e0.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1501
mutation	7e5aad6c-0122-42d6-a5f2-1e7b1218497e	eda8e587-bcf9-4012-855f-35fca16767bd.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0888
mutation	7455ac79-76be-426c-971a-f0fc9a1b95c2	943c7f04-dcd0-4fc7-ab7f-2d1669be0218.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1331
mutation	7d3ee0fd-9630-4026-a9f9-510c35bfa77d	db03beea-2a3b-4b21-aaec-012b1993029f.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0920
mutation	a3c817a6-44d1-441a-9cbf-4ebb9ee563d7	67975836-171a-4642-8b0b-7dea41112eac.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1488
mutation	58f01895-1738-4ca4-98d1-a6f9d370b803	07042e85-b5b8-43dc-b985-4fd2f8663d8f.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0724
mutation	a15143bf-bdce-48fa-b28a-631977662499	df5913b1-641c-42b5-9de3-6a2d104ba25a.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-1683
mutation	074eb2bd-867c-405e-a25e-af06c05e6f37	057a79c6-86b4-4e32-94fe-ce99ba1094fb.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0910
mutation	ed604620-eb1b-4872-9f8c-a44ea85e6c6b	a6c82434-08e2-4bff-801e-42bb8aeb55dd.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-2056
mutation	efeec14f-3ca2-48d6-a5b7-4c7cc04b4807	1335d156-63c0-435f-8214-dca4c78b8033.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0913
mutation	81a1cd70-343e-49b1-aba6-44a7886bb74d	c6220e5c-4580-4cb3-a02f-adb157cb8890.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-2044
mutation	80e2ec5a-d251-4f18-acb2-fbca579101df	843064a1-9df8-4f62-8d0f-15777bad0aa6.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1506
mutation	5dcefe88-bbbc-479c-b815-f5ebba64f9cc	3e77166a-e13d-46b4-8423-882bbb6e2b8e.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-1673
mutation	cb388eab-e280-42db-bfbc-2f93d12e4885	859a2088-3f8d-4c13-9242-dbeadc878234.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1404
mutation	2bd3b2b3-7b50-4a52-b505-51381d84ec74	965e68e5-3491-4439-be21-f8838fae804a.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0908
mutation	a18bbb07-0620-42de-a631-838c09c34031	a99cf1b3-bb78-411d-b873-86a192f36b2b.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-2053
mutation	156cfa70-d34f-4fd7-83f1-0c3765507f73	2b431ed8-345b-4ae6-9bad-5ce1abf420ee.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0765
mutation	b57f2202-935a-4577-8f0e-4161ecaa025b	912b007c-9a61-482b-8c99-8b8822f331c9.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1498
mutation	92493cac-b70b-4b4f-b11e-7ada33c5ef50	6518e31c-2be3-4107-ab3b-b48b4a8d4ffe.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1483
mutation	8b193a49-d9d0-4a8d-b841-0aa703c28731	1e19772a-33f4-4c06-854c-0b873444e6d1.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-09-1674
mutation	a18afa30-4a2c-431f-b68c-38fa63b3cfcd	de7c91f2-be21-4a84-947d-7d7201ec7ff7.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1507
mutation	0128e664-cadc-4798-8a24-9b43e18d5c2f	f7354559-3139-44d2-aa45-2b1abffe85ea.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0883
mutation	8239c67a-95f8-4191-9bd0-5d7f5d57f33c	db271069-15ed-44df-b507-de0e81579f01.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0911
mutation	e4d4515a-0120-4b07-997d-0941fbe1bc13	6b1f77ff-5783-4234-ad34-d16f3a930655.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-10-0927
mutation	1b33eaac-c9e0-4b5f-8231-f430d9d58040	94d1fd78-3e56-4520-8298-683ddc315687.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-1684
mutation	dd0c48b2-5f5d-41ea-b3d9-ae3e3b93254f	d3ed52f1-f0e2-4f55-8766-dda06bd54509.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0795
mutation	40f0f470-7a00-4945-b64e-63c432bf64dc	caa9e94c-3ccb-4c2f-8e3d-fe2f66228ab7.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1481
mutation	4bcad7be-a3ff-43b4-8634-b711ce985ff2	543f220b-7a6e-4888-804f-456ac0408dc7.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0924
mutation	1a3fe9ad-b921-4df3-8072-ad171d2c8dd7	737326ac-1ac9-4d13-a71b-cfb9249c79b2.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1348
mutation	c7a2ef72-d30e-491b-a9f6-63798e2b1a82	20e45834-403d-4ce4-8ddf-1cef247423d5.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1357
mutation	40d82bec-b01b-4b30-90f9-f18d85dccd5f	d917d5db-5859-4a4e-8597-f07101f5d023.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-04-1655
mutation	472ac858-65b5-4b38-b4a6-7acb52b3cd89	355ddd23-8896-4d66-9e7e-7b57c816e0ef.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1482
mutation	61de2edb-9892-450b-8515-39b91c0db35b	8a92832c-7b44-4ad8-85dd-63ad517c2b1b.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1496
mutation	f1437c6c-7ab6-449e-a814-edd6689989ba	b3398d5f-d8ce-4ba6-b3cc-1d2a2eae27e3.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-10-0926
mutation	a2637999-b053-4d98-9c42-2ef30cbd1eea	8c0a2ce8-49a1-4115-8e0d-4fd8770bdbb9.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-0760
mutation	1a85963f-f394-4851-9047-c5eb0fa28519	8c4ef619-c834-4945-b4c0-09ac1476fc9e.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-1687
mutation	05129459-a31a-4d01-bcea-5ff828f150a4	ba454378-50aa-4a12-b76a-0f23b7a79ced.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-20-1686
mutation	da0d3ac3-9477-4fcf-9b55-71027fad2338	970e164c-119a-4834-b649-bc1f37934ff1.wxs.aliquot_ensemble_masked.maf.gz	Masked Somatic Mutation	MAF	TCGA-13-1495
protein	e4cc8881-c52c-461d-88f8-b58c44c1afac	TCGA-13-0913-02A-21-2189-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0913
protein	3c8da3fc-7e84-4a11-8855-386a276eea2f	TCGA-20-1687-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-20-1687
protein	ffc257f4-e987-4879-8fe3-54f640d813f6	TCGA-13-1411-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1411
protein	d2bb7757-e01d-4347-925e-0ebeeedcc830	TCGA-13-1495-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1495
protein	6b41007c-7504-497c-8c3d-a1cb7ebffbea	TCGA-09-2051-01A-21-1560-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-2051
protein	1a7b661b-07d7-43d8-958a-ae859b62cada	TCGA-04-1356-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1356
protein	32d6e1c8-2978-4409-b321-cc113c0a0636	TCGA-20-1682-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-20-1682
protein	99a63e56-3ca7-4105-8ce5-6390e1d4d356	TCGA-13-1492-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1492
protein	073d3cd0-6c03-42a5-a6b0-ff088fc177f2	TCGA-13-A5FT-01A-21-A45I-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-A5FT
protein	1070a1fa-ef46-4707-8139-2adfccd24fec	TCGA-10-0931-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-10-0931
protein	be571ac2-e674-4c41-9aab-58c33c07fe67	TCGA-13-1509-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1509
protein	f138c358-01c4-4fbc-8b0e-60e3a1e919c0	TCGA-04-1362-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1362
protein	43f25026-50a2-4ae3-9160-881690a3c805	TCGA-04-1361-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1361
protein	07d562f9-0faf-4d80-911d-e6d656f5f2c7	TCGA-13-1409-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1409
protein	65635210-7784-4dc8-995b-96f9077be5bb	TCGA-20-1685-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-20-1685
protein	440cb937-c541-4816-8e30-569b5418bd01	TCGA-20-1684-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-20-1684
protein	ca93a991-e3e3-47dd-b3d3-c0f84d844bc9	TCGA-13-1488-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1488
protein	829c130e-7284-4b27-b757-2be06b1f1a57	TCGA-13-1487-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1487
protein	c7ef7d01-ec48-454e-8183-44d741e3a2b3	TCGA-13-1506-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1506
protein	d430913a-0694-4244-96a5-733f41ef2559	TCGA-13-1499-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1499
protein	e48c919b-56be-4607-9708-8dc8357a970d	TCGA-04-1648-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1648
protein	1516f93b-1942-482f-9914-a65f7d5425cf	TCGA-09-2045-01A-21-1560-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-2045
protein	a3de637d-4401-4ebf-958c-9a14de2c860e	TCGA-13-1405-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1405
protein	dcd62b2f-38ed-4ed2-b40e-cd12640017c7	TCGA-13-2060-01A-21-1560-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-2060
protein	5accc54b-591d-481a-91fe-0af19349149b	TCGA-13-0725-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0725
protein	466dddcb-ecd9-4bbd-90a4-aa6ef12bdef2	TCGA-13-1507-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1507
protein	be8d558f-7107-449a-b958-a9986b572294	TCGA-09-1670-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-1670
protein	6f5f1d05-723e-452a-8670-f2f9480f6557	TCGA-13-0888-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0888
protein	2daf9e31-0b40-4272-af01-bda5b7513c9f	TCGA-13-0897-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0897
protein	da25968b-e20e-4e23-8c3d-7e78d3a2dc60	TCGA-13-1477-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1477
protein	68ef3c62-137d-46c7-afe4-585638d2daaf	TCGA-13-0899-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0899
protein	3be230fa-b1ce-4fe5-bf07-185568d8f686	TCGA-04-1651-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1651
protein	c9e27f4d-2bb6-434e-beb9-8d4d8bf60c75	TCGA-04-1542-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-04-1542
protein	5bb6a0de-8cec-4c16-883f-d04e1757683d	TCGA-13-0800-01A-03-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0800
protein	83a2eea5-4f2c-4f11-b0d6-84d081be296c	TCGA-13-0891-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0891
protein	ce031ef8-a576-4a82-ba1d-9c52901272a8	TCGA-13-0797-01A-03-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0797
protein	3774ce53-4617-4e26-898f-0dfcaa3b542a	TCGA-13-0887-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0887
protein	62cfc9d9-5aa0-4b3e-9025-9e56e6aede3c	TCGA-09-1674-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-1674
protein	e79c8859-7e9f-456e-b039-bf3208e97961	TCGA-13-1511-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1511
protein	8a72e5a6-8bca-4344-a2e6-62247a36aeeb	TCGA-13-0920-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0920
protein	bdc70264-cdd7-4dc3-93e9-5c38cad869db	TCGA-13-0911-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0911
protein	28b20284-5738-409f-90d4-61d3d01c4bfa	TCGA-20-1683-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-20-1683
protein	ff58cf85-7c28-4c88-8c80-d3bfe57fc7e4	TCGA-13-1481-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1481
protein	082cb852-088f-4667-90b1-b8dd45e0713f	TCGA-09-2056-01B-21-1560-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-2056
protein	466d7de7-9312-4993-9048-bb5c71c61761	TCGA-13-1489-02A-31-2189-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1489
protein	795c6ab5-0e8f-4e16-a311-78200ef17fd8	TCGA-20-1686-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-20-1686
protein	eceb4ac8-19d9-4c05-8a25-f8f9db3a20ab	TCGA-09-2044-01B-21-1560-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-09-2044
protein	8d9f1ed2-1625-4d0d-80fc-1ce8a4f0b2c3	TCGA-13-0916-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0916
protein	4de28da0-792c-4a3e-b4e9-0e6b16af3dce	TCGA-13-0884-01B-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0884
protein	36220371-183b-4e51-8957-0f13ebd0c873	TCGA-13-1483-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1483
protein	edb6af28-5638-4f00-b7df-0662c853b1e7	TCGA-13-0886-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0886
protein	f9282876-49aa-4457-b5d5-3d3839bf2419	TCGA-13-1501-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1501
protein	dc9e4cdb-c91b-4707-83e4-85282f35424b	TCGA-13-1512-01A-21-1558-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1512
protein	5bb0c2ae-6aae-4aaa-b257-bb53ac482f9c	TCGA-13-0804-01A-03-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-0804
protein	ab534b36-cc68-4296-9307-1c7c9cb7f88b	TCGA-13-1505-01A-21-1562-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1505
protein	d73e6397-8217-4860-87ea-371886ce2098	TCGA-10-0933-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-10-0933
protein	1a3ce083-e464-4233-a6ec-db327f3bb521	TCGA-13-1410-01A-21-20_RPPA_data.tsv	Protein Expression Quantification	TSV	TCGA-13-1410
