PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.05000000000000006,0.05000000000000006
PC2,0.05000000000000005,0.10000000000000012
PC3,0.05000000000000005,0.15000000000000016
PC4,0.05000000000000004,0.2000000000000002
PC5,0.05000000000000003,0.2500000000000002
PC6,0.05000000000000001,0.3000000000000002
PC7,0.05000000000000001,0.3500000000000002
PC8,0.05000000000000001,0.4000000000000002
PC9,0.049999999999999996,0.4500000000000002
PC10,0.049999999999999996,0.5000000000000002
