module,feature,loading,abs_loading,rank_abs
protein_module_008,AGID00162,0.09047151223179525,0.09047151223179525,25
protein_module_009,AGID00196,0.14682920964944793,0.14682920964944793,1
protein_module_009,AGID00285,-0.13216333577589542,0.13216333577589542,2
protein_module_009,AGID00080,-0.12254886371858478,0.12254886371858478,3
protein_module_009,AGID00450,-0.11863289090369243,0.11863289090369243,4
protein_module_009,AGID00118,0.11824169322938988,0.11824169322938988,5
protein_module_009,AGID00320,0.11747524938546458,0.11747524938546458,6
protein_module_009,AGID00407,0.1130475267013297,0.1130475267013297,7
protein_module_009,AGID00513,-0.11196684454723917,0.11196684454723917,8
protein_module_009,AGID00105,-0.11098214668979092,0.11098214668979092,9
protein_module_009,AGID00449,-0.110397117392274,0.110397117392274,10
protein_module_009,AGID00302,-0.10397960369688594,0.10397960369688594,11
protein_module_009,AGID00224,0.101376738722464,0.101376738722464,12
protein_module_009,AGID00176,-0.10016858455446619,0.10016858455446619,13
protein_module_009,AGID00409,0.09873621593265347,0.09873621593265347,14
protein_module_009,AGID00064,0.09838692841050167,0.09838692841050167,15
protein_module_009,AGID00086,0.0978245657237229,0.0978245657237229,16
protein_module_009,AGID00308,-0.09604071753311451,0.09604071753311451,17
protein_module_009,AGID02191,0.09498741721057422,0.09498741721057422,18
protein_module_009,AGID00298,-0.09494368610140919,0.09494368610140919,19
protein_module_009,AGID00030,0.0926344059766381,0.0926344059766381,20
protein_module_009,AGID00466,0.09250506843369015,0.09250506843369015,21
protein_module_009,AGID00282,-0.09204338861545575,0.09204338861545575,22
protein_module_009,AGID00240,0.09131076831510641,0.09131076831510641,23
protein_module_009,AGID00076,-0.09064542156826601,0.09064542156826601,24
protein_module_009,AGID00142,-0.09025766777705092,0.09025766777705092,25
protein_module_010,AGID00069,0.14133295142987762,0.14133295142987762,1
protein_module_010,AGID00468,0.1286749710986274,0.1286749710986274,2
protein_module_010,AGID00006,-0.12365127510222507,0.12365127510222507,3
protein_module_010,AGID00559,-0.11868165164618917,0.11868165164618917,4
protein_module_010,AGID00255,0.11837313919079424,0.11837313919079424,5
protein_module_010,AGID00091,0.11801404180671612,0.11801404180671612,6
